,Variable,Feature,Value,Coefficient,N,N.not.0,P.value,Q.value,Measure,is_filtered
139,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis,time,-0.01671033,646,216,4.26E-48,2.57E-46,tax,unfiltered
140,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis|t__Staphylococcus_epidermidis_unclassified,time,-0.01671033,646,216,4.26E-48,2.57E-46,tax,unfiltered
141,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella,time,0.021098112,646,385,9.29E-47,5.51E-45,tax,unfiltered
142,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,time,0.016413265,646,100,1.24E-42,7.11E-41,tax,unfiltered
143,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__GCF_000154065,time,0.016413265,646,100,1.24E-42,7.11E-41,tax,unfiltered
144,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA,time,0.01087729,646,133,2.63E-41,1.45E-39,tax,unfiltered
145,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA|t__GCF_000218385,time,0.01087729,646,133,2.63E-41,1.45E-39,tax,unfiltered
146,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta,time,0.010195799,646,313,3.27E-40,1.74E-38,tax,unfiltered
147,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta|t__GCF_000024265,time,0.010195799,646,313,3.27E-40,1.74E-38,tax,unfiltered
148,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,time,0.011596131,646,128,5.26E-40,2.71E-38,tax,unfiltered
149,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans|t__GCF_000174195,time,0.011596131,646,128,5.26E-40,2.71E-38,tax,unfiltered
150,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,time,0.013936578,646,85,1.03E-39,5.15E-38,tax,unfiltered
151,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__Dorea_formicigenerans_unclassified,time,0.013936578,646,85,1.03E-39,5.15E-38,tax,unfiltered
152,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_unclassified,time,0.019125086,646,377,3.52E-39,1.73E-37,tax,unfiltered
153,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,time,0.012684771,646,244,2.16E-38,1.01E-36,tax,unfiltered
154,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__Streptococcus_thermophilus_unclassified,time,0.012684771,646,244,2.16E-38,1.01E-36,tax,unfiltered
155,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,time,0.005743771,646,190,2.19E-38,1.01E-36,tax,unfiltered
156,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis|t__Streptococcus_australis_unclassified,time,0.005743771,646,190,2.19E-38,1.01E-36,tax,unfiltered
157,time,k__Bacteria|p__Verrucomicrobia,time,0.013583238,646,172,4.37E-38,1.83E-36,tax,unfiltered
158,time,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,time,0.013583238,646,172,4.37E-38,1.83E-36,tax,unfiltered
159,time,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales,time,0.013583238,646,172,4.37E-38,1.83E-36,tax,unfiltered
160,time,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae,time,0.013583238,646,172,4.37E-38,1.83E-36,tax,unfiltered
161,time,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia,time,0.013583238,646,172,4.37E-38,1.83E-36,tax,unfiltered
162,time,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila,time,0.013583238,646,172,4.37E-38,1.83E-36,tax,unfiltered
163,time,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__GCF_000020225,time,0.013583238,646,172,4.37E-38,1.83E-36,tax,unfiltered
164,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA,time,0.005738051,646,195,3.08E-37,1.26E-35,tax,unfiltered
165,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA|t__GCF_000218465,time,0.005738051,646,195,3.08E-37,1.26E-35,tax,unfiltered
166,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,time,0.013109453,646,189,3.31E-37,1.32E-35,tax,unfiltered
167,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,time,0.013109453,646,189,3.31E-37,1.32E-35,tax,unfiltered
168,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus,time,0.01190616,646,74,1.80E-36,7.06E-35,tax,unfiltered
169,time,k__Bacteria|p__Bacteroidetes,time,0.015566691,646,489,3.50E-35,1.36E-33,tax,unfiltered
170,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,time,0.015552947,646,489,3.76E-35,1.44E-33,tax,unfiltered
171,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,time,0.015546204,646,489,3.89E-35,1.47E-33,tax,unfiltered
172,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,time,0.012984408,646,131,6.11E-35,2.26E-33,tax,unfiltered
173,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__Roseburia_intestinalis_unclassified,time,0.012984408,646,131,6.11E-35,2.26E-33,tax,unfiltered
174,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia,time,0.007901875,646,88,4.25E-34,1.52E-32,tax,unfiltered
175,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens,time,0.007901875,646,88,4.25E-34,1.52E-32,tax,unfiltered
176,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__GCF_000478885,time,0.007901875,646,88,4.25E-34,1.52E-32,tax,unfiltered
177,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris,time,0.011451467,646,78,1.05E-32,3.66E-31,tax,unfiltered
178,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris|t__Ruminococcus_lactaris_unclassified,time,0.011451467,646,78,1.05E-32,3.66E-31,tax,unfiltered
179,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A,time,0.004976614,646,231,3.21E-31,1.10E-29,tax,unfiltered
180,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A|t__GCF_000225685,time,0.004976614,646,231,3.21E-31,1.10E-29,tax,unfiltered
181,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum,time,0.008716348,646,274,9.17E-30,3.06E-28,tax,unfiltered
182,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum|t__GCF_000154485,time,0.008716348,646,274,9.17E-30,3.06E-28,tax,unfiltered
183,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,time,0.010138353,646,110,1.39E-29,4.54E-28,tax,unfiltered
184,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis|t__GCF_000225345,time,0.010138353,646,110,1.39E-29,4.54E-28,tax,unfiltered
185,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,time,0.010178565,646,106,1.54E-29,4.94E-28,tax,unfiltered
186,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__GCF_000154465,time,0.010178565,646,106,1.54E-29,4.94E-28,tax,unfiltered
187,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA,time,0.010161384,646,134,1.43E-27,4.48E-26,tax,unfiltered
188,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA|t__GCF_000218445,time,0.010161384,646,134,1.43E-27,4.48E-26,tax,unfiltered
189,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania,time,0.003993482,646,76,9.63E-27,3.00E-25,tax,unfiltered
190,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,time,0.014344666,646,470,1.45E-26,4.45E-25,tax,unfiltered
191,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,time,0.014346041,646,470,1.56E-26,4.77E-25,tax,unfiltered
192,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified,time,0.003791627,646,178,1.76E-26,5.31E-25,tax,unfiltered
193,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis,time,-0.010041712,646,195,2.30E-26,6.83E-25,tax,unfiltered
194,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis|t__Enterococcus_faecalis_unclassified,time,-0.010041712,646,195,2.30E-26,6.83E-25,tax,unfiltered
195,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA,time,0.005360691,646,109,4.78E-25,1.39E-23,tax,unfiltered
196,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA|t__GCF_000218425,time,0.005360691,646,109,4.78E-25,1.39E-23,tax,unfiltered
197,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,time,0.008591601,646,120,5.66E-23,1.62E-21,tax,unfiltered
198,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185,time,0.008591601,646,120,5.66E-23,1.62E-21,tax,unfiltered
199,time,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae,time,0.002643015,646,192,7.48E-23,2.12E-21,tax,unfiltered
200,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile,time,0.011376385,646,200,1.24E-22,3.45E-21,tax,unfiltered
201,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile|t__GCF_000156035,time,0.011376385,646,200,1.24E-22,3.45E-21,tax,unfiltered
202,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum,time,0.005048103,646,84,1.63E-22,4.46E-21,tax,unfiltered
203,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum|t__GCF_000154345,time,0.005048103,646,84,1.63E-22,4.46E-21,tax,unfiltered
204,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae,time,0.00571215,646,218,2.95E-22,7.99E-21,tax,unfiltered
205,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis,time,0.002983539,646,130,3.94E-22,1.05E-20,tax,unfiltered
206,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis|t__GCF_000204335,time,0.002983539,646,130,3.94E-22,1.05E-20,tax,unfiltered
207,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA,time,0.008039012,646,90,5.46E-22,1.43E-20,tax,unfiltered
208,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA|t__GCF_000185545,time,0.008039012,646,90,5.46E-22,1.43E-20,tax,unfiltered
209,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus,time,-0.00692974,646,175,1.09E-21,2.81E-20,tax,unfiltered
210,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus|t__Staphylococcus_aureus_unclassified,time,-0.00692974,646,175,1.09E-21,2.81E-20,tax,unfiltered
211,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,time,0.012798427,646,249,1.73E-21,4.42E-20,tax,unfiltered
212,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta,time,0.008020361,646,164,2.11E-21,5.29E-20,tax,unfiltered
213,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta|t__GCF_000373885,time,0.008020361,646,164,2.11E-21,5.29E-20,tax,unfiltered
214,time,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,time,0.003321846,646,199,1.12E-20,2.79E-19,tax,unfiltered
215,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,time,0.012019846,646,427,1.21E-20,2.99E-19,tax,unfiltered
216,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,time,0.012054395,646,425,1.28E-20,3.15E-19,tax,unfiltered
217,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA,time,0.005479565,646,81,1.39E-20,3.35E-19,tax,unfiltered
218,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA|t__GCF_000209405,time,0.005479565,646,81,1.39E-20,3.35E-19,tax,unfiltered
219,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__Bacteroides_uniformis_unclassified,time,0.007755694,646,251,1.76E-20,4.22E-19,tax,unfiltered
220,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,time,0.007791141,646,252,2.56E-20,6.08E-19,tax,unfiltered
221,time,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister,time,0.008757738,646,88,3.23E-20,7.52E-19,tax,unfiltered
222,time,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,time,0.008757738,646,88,3.23E-20,7.52E-19,tax,unfiltered
223,time,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus|t__GCF_000160055,time,0.008757738,646,88,3.23E-20,7.52E-19,tax,unfiltered
224,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified,time,0.006310996,646,108,5.41E-20,1.25E-18,tax,unfiltered
225,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,time,-0.006296831,646,452,6.34E-19,1.45E-17,tax,unfiltered
226,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter,time,0.004334109,646,120,9.54E-19,2.14E-17,tax,unfiltered
227,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,time,0.004334109,646,120,9.54E-19,2.14E-17,tax,unfiltered
228,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae|t__GCF_000210055,time,0.004334109,646,120,9.54E-19,2.14E-17,tax,unfiltered
229,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45,time,0.00448563,646,160,1.15E-18,2.54E-17,tax,unfiltered
230,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45|t__GCF_000242175,time,0.00448563,646,160,1.15E-18,2.54E-17,tax,unfiltered
231,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,time,0.011892733,646,234,2.47E-18,5.40E-17,tax,unfiltered
232,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__GCF_000169035,time,0.011892733,646,234,2.47E-18,5.40E-17,tax,unfiltered
233,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,time,0.008846635,646,204,2.63E-18,5.65E-17,tax,unfiltered
234,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__Bacteroides_ovatus_unclassified,time,0.008846635,646,204,2.63E-18,5.65E-17,tax,unfiltered
235,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae,time,0.006577711,646,112,3.02E-18,6.41E-17,tax,unfiltered
236,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter,time,0.006577711,646,112,3.02E-18,6.41E-17,tax,unfiltered
237,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis,time,-0.006535766,646,84,6.07E-17,1.27E-15,tax,unfiltered
238,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis|t__Staphylococcus_hominis_unclassified,time,-0.006535766,646,84,6.07E-17,1.27E-15,tax,unfiltered
239,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum,time,0.010225465,646,184,7.24E-17,1.50E-15,tax,unfiltered
240,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__GCF_000173435,time,0.010225465,646,184,7.24E-17,1.50E-15,tax,unfiltered
241,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii,time,0.006424448,646,95,4.07E-16,8.31E-15,tax,unfiltered
242,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__GCF_000374505,time,0.006424448,646,95,4.07E-16,8.31E-15,tax,unfiltered
243,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,time,0.004001307,646,310,6.65E-16,1.35E-14,tax,unfiltered
244,time,k__Bacteria|p__Firmicutes|c__Clostridia,time,0.007360643,646,537,7.59E-16,1.52E-14,tax,unfiltered
245,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales,time,0.007360643,646,537,7.59E-16,1.52E-14,tax,unfiltered
246,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor,time,0.002257916,646,178,2.06E-15,4.04E-14,tax,unfiltered
247,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii,time,0.002257916,646,178,2.06E-15,4.04E-14,tax,unfiltered
248,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii|t__GCF_000239295,time,0.002257916,646,178,2.06E-15,4.04E-14,tax,unfiltered
249,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus,time,0.002720505,646,211,3.37E-15,6.46E-14,tax,unfiltered
250,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus|t__Actinomyces_odontolyticus_unclassified,time,0.002720505,646,211,3.37E-15,6.46E-14,tax,unfiltered
251,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea,time,-0.003063349,646,96,4.39E-15,8.30E-14,tax,unfiltered
252,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_unclassified,time,-0.003063349,646,96,4.39E-15,8.30E-14,tax,unfiltered
253,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi,time,0.003912252,646,210,5.01E-15,9.43E-14,tax,unfiltered
254,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi|t__Clostridium_hathewayi_unclassified,time,0.003534611,646,197,5.19E-15,9.71E-14,tax,unfiltered
255,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname,time,0.004139627,646,214,9.65E-15,1.79E-13,tax,unfiltered
256,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,time,0.004893181,646,71,2.36E-14,4.31E-13,tax,unfiltered
257,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides,time,0.006234256,646,286,6.05E-14,1.10E-12,tax,unfiltered
258,time,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae,time,0.001656375,646,66,6.77E-14,1.22E-12,tax,unfiltered
259,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,time,0.003951489,646,323,8.06E-14,1.45E-12,tax,unfiltered
260,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae|t__Clostridium_bolteae_unclassified,time,0.006824613,646,198,1.20E-13,2.14E-12,tax,unfiltered
261,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified,time,0.005826435,646,96,1.62E-13,2.87E-12,tax,unfiltered
262,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3,time,0.005635627,646,154,2.63E-13,4.61E-12,tax,unfiltered
263,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3|t__GCF_000242195,time,0.005635627,646,154,2.63E-13,4.61E-12,tax,unfiltered
